nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,imagen_url,fecha_scraping,protein_per_serving_g,serving_size_g,servings_per_container,sweetener_free,flavors_available,store_rating,store_rating_count,store_rating_url,protein_subtype
Big Shot - Pre-Workout 100 caps,,Pre-Entreno,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/big-shot-pre-workout-100-caps,//static.sscontent.com/thumb/750/750/t/products/124/v1814232_prozis_big-shot-pre-workout-100-caps_1.png,2026-09-23,,,,,,5.0,3.0,https://www.prozis.com/es/es/prozis/big-shot-pre-workout-100-caps,
L-arginina L-ornitina L-lisina 120 cápsulas,,Pre-Entreno,10.99,,,Prozis,https://www.prozis.com/es/es/prozis/l-arginina-l-ornitina-l-lisina-120-capsulas,//static.sscontent.com/thumb/750/750/t/products/124/v1474552_prozis_l-arginine-l-ornithine-l-lysine-120-caps_1.png,2026-09-23,,,,,,4.54,1456.0,https://www.prozis.com/es/es/prozis/l-arginina-l-ornitina-l-lisina-120-capsulas,
CogniView - Ultimate Gaming Cognitive & Vision Complex - 60 caps,,Pre-Entreno,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/cogniview-ultimate-gaming-cognitive-vision-complex-60-caps,//static.sscontent.com/thumb/750/750/t/products/124/v1764954_prozis_cogniview-ultimate-gaming-cognitive--vision-complex-60-caps_1.png,2026-09-23,,,,,,5.0,1.0,https://www.prozis.com/es/es/prozis/cogniview-ultimate-gaming-cognitive-vision-complex-60-caps,
2 x Big Shot - Pre-Workout 60ml,,Pre-Entreno,3.38,,,Prozis,https://www.prozis.com/es/es/prozis/2-x-big-shot-pre-workout-60ml,//static.sscontent.com/thumb/750/750/t/products/124/v1736042_prozis_2-x-big-shot-pre-workout-60ml_1.png,2026-09-23,,,,,"['Flash Cola', 'Frambuesa']",4.58,6512.0,https://www.prozis.com/es/es/prozis/2-x-big-shot-pre-workout-60ml,
POWA 3.0 Pre-Workout 40 servings,,Pre-Entreno,49.99,,,Prozis,https://www.prozis.com/es/es/prozis/powa-3.0-pre-workout-40-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1538385_prozis_powa-30-pre-workout-40-servings_1.png,2026-09-23,,,,,"['Cola', 'Manzana']",4.65,3609.0,https://www.prozis.com/es/es/prozis/powa-3.0-pre-workout-40-servings,
AAKG - L-arginina AKG 180 cápsulas,,Pre-Entreno,21.58,,,Prozis,https://www.prozis.com/es/es/prozis/aakg-l-arginina-akg-180-capsulas,//static.sscontent.com/thumb/750/750/t/products/124/v1398695_prozis_aakg-l-arginine-akg-180-caps_1.png,2026-09-23,,,,,,4.69,456.0,https://www.prozis.com/es/es/prozis/aakg-l-arginina-akg-180-capsulas,
L-Arginina 2400 mg 180 comprimidos,,Pre-Entreno,23.98,,,Prozis,https://www.prozis.com/es/es/prozis/l-arginina-2400-mg-180-comprimidos,//static.sscontent.com/thumb/750/750/t/products/124/v1798060_prozis_l-arginine-2400-mg-180-tabs_1.png,2026-09-23,,,,,,4.67,839.0,https://www.prozis.com/es/es/prozis/l-arginina-2400-mg-180-comprimidos,
L-arginina L-ornitina L-lisina 360 cápsulas,,Pre-Entreno,24.99,,,Prozis,https://www.prozis.com/es/es/prozis/l-arginina-l-ornitina-l-lisina-360-capsulas,//static.sscontent.com/thumb/750/750/t/products/124/v1474563_prozis_l-arginine-l-ornithine-l-lysine-360-caps_1.png,2026-09-23,,,,,,4.69,378.0,https://www.prozis.com/es/es/prozis/l-arginina-l-ornitina-l-lisina-360-capsulas,
Big Shot - Pre-Workout 90 tabs,,Pre-Entreno,18.99,,,Prozis,https://www.prozis.com/es/es/prozis/big-shot-pre-workout-90-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1067347_prozis_big-shot-pre-workout-90-tabs_1.png,2026-09-23,,,,,,4.49,325.0,https://www.prozis.com/es/es/prozis/big-shot-pre-workout-90-tabs,
Big Shot - Pre-Workout 180 tabs,,Pre-Entreno,29.99,,,Prozis,https://www.prozis.com/es/es/prozis/big-shot-pre-workout-180-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1067357_prozis_big-shot-pre-workout-180-tabs_1.png,2026-09-23,,,,,,4.62,234.0,https://www.prozis.com/es/es/prozis/big-shot-pre-workout-180-tabs,
2 x N.O. MaxShot 60ml,,Pre-Entreno,3.58,,,Prozis,https://www.prozis.com/es/es/prozis/2-x-n.o.-maxshot-60ml,//static.sscontent.com/thumb/750/750/t/products/124/v1281126_prozis_2-x-no-maxshot-60ml_1.png,2026-09-23,,,,,['Limón'],4.39,5725.0,https://www.prozis.com/es/es/prozis/2-x-n.o.-maxshot-60ml,
Cafeína Pura Comprimidos,,Pre-Entreno,10.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/cafeina-pura-comprimidos/10529801/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10529801-1514860398736027.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,4.74,124.0,https://www.myprotein.es/p/nutricion-deportiva/cafeina-pura-comprimidos/10529801/,
THE Electro - HYROX,,Pre-Entreno,22.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/the-electro-hyrox/14205282/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/16526599-1865286538541916.png&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Sin Sabor', 'Cereza Negra', 'Pina Colada', 'Lychee', 'Cítrico', 'Mango Hibisco', 'Sandía', 'Naranja', 'Strawberry Margarita']",4.0,5.0,https://www.myprotein.es/p/nutricion-deportiva/the-electro-hyrox/14205282/,
THE Electrofuel - HYROX,,Pre-Entreno,18.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/the-electrofuel-hyrox/15152024/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/16528072-8055279535148785.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Sin Sabor', 'Frambuesa y Limonada', 'Naranja y Mango', 'Cereza Negra']",4.5,2.0,https://www.myprotein.es/p/nutricion-deportiva/the-electrofuel-hyrox/15152024/,
Origin Pre-Entreno Dry Scoop,,Pre-Entreno,10.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-pre-entreno-dry-scoop/14024015/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/14024016-8545129203247913.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Sour Apples', 'Cherry Drops', 'Passionfruit Twister']",,,,
L-Carnitina Comprimidos,,Pre-Entreno,6.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/l-carnitina-comprimidos/10530146/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10530147-1985263157466660.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,4.54,117.0,https://www.myprotein.es/p/nutricion-deportiva/l-carnitina-comprimidos/10530146/,
THE Pre-Workout,,Pre-Entreno,19.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/the-pre-workout/11351672/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/15150230-1155253818736249.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Frambuesa Azul', 'Naranja y Fruta de la Pasión']",4.21,34.0,https://www.myprotein.es/p/nutricion-deportiva/the-pre-workout/11351672/,
Thermopure,,Pre-Entreno,9.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/thermopure/10530152/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10530152-1554860398902428.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,4.55,175.0,https://www.myprotein.es/p/nutricion-deportiva/thermopure/10530152/,
Shot Pre-Entreno,,Pre-Entreno,19.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/shot-pre-entreno/12717736/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/12717737-9285230766936724.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,['Bayas Agrias'],5.0,2.0,https://www.myprotein.es/p/nutricion-deportiva/shot-pre-entreno/12717736/,
L-glutamina Comprimidos,,Pre-Entreno,14.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/l-glutamina-comprimidos/10575971/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10575971-8454860398486322.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,,,,
Impact EAA Tablets,,Pre-Entreno,42.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-eaa-tablets/12493001/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/12493001-9305262138420108.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,,,,
L-Carnitina Líquida,,Pre-Entreno,20.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/l-carnitina-liquida/11162594/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/11162594-1144860398850930.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,5.0,4.0,https://www.myprotein.es/p/nutricion-deportiva/l-carnitina-liquida/11162594/,
Gominolas Pre-Entreno,,Pre-Entreno,21.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/gominolas-pre-entreno/12899623/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/14921024-5125170364490654.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,['Cola'],,,,
Impact Pre-Entreno – Lobezno,,Pre-Entreno,15.0,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-pre-entreno-lobezno/15771601/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/15271374-5575192172727449.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Cereza', 'Lemonade']",,,,
Impact Pre-Entreno – Deadpool,,Pre-Entreno,38.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-pre-entreno-deadpool/15771600/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/15271373-1605192172980580.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Cereza', 'Lemonade']",,,,
HMB Comprimidos,,Pre-Entreno,12.49,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/hmb-comprimidos/10636952/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/14234046-1145294264710698.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,,,,
Claras de huevo liquidas 1kg,,Proteinas Whey,5.07,1.0,5.07,HSN,https://www.hsnstore.com/marcas/food-series/claras-de-huevo-liquidas,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/l/i/liquid-egg-whites-1000g-hsn_1.jpg,2026-09-23,,,,False,,4.75,442.0,https://www.hsnstore.com/marcas/food-series/claras-de-huevo-liquidas,huevo
Crema de arroz 2.65kg,,Proteinas Whey,26.59,2.65,10.03,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/crema-de-arroz/13337581/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/15049898-1475260293336852.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Cinnamon Roll', 'Chocolate y Caramelo (Fudge)', 'Helado de Vainilla', 'Sin Sabor']",4.4,5.0,https://www.myprotein.es/p/nutricion-deportiva/crema-de-arroz/13337581/,
Proteína de soja aislada 2.0 2kg,,Proteinas Whey,21.03,2.0,10.52,HSN,https://www.hsnstore.com/marcas/essential-series/proteina-de-soja-aislada-2-0,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/s/o/soy-protein-isolate-gral-front-v03-hsn_1_1.webp,2026-09-23,26.0,30.0,17.0,False,"['café y caramelo', 'caramelo salado', 'chocolate', 'fresa', 'manzana', 'speculoos', 'vainilla', 'bombón de chocolate y avellanas', 'mango - matcha', 'mango y piña', 'natilla', 'sin sabor', 'strudel de manzana', 'té chai con leche']",4.65,3375.0,https://www.hsnstore.com/marcas/essential-series/proteina-de-soja-aislada-2-0,vegetal
Proteína de arroz integral concentrada 2kg,,Proteinas Whey,22.75,2.0,11.38,HSN,https://www.hsnstore.com/marcas/essential-series/proteina-de-arroz-integral-concentrada,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/r/i/rice-protein-powder-hsn_1.jpg,2026-09-23,26.0,30.0,67.0,False,['sin sabor'],4.55,353.0,https://www.hsnstore.com/marcas/essential-series/proteina-de-arroz-integral-concentrada,vegetal
Proteína de guisante aislada 2.0 2kg,,Proteinas Whey,23.31,2.0,11.65,HSN,https://www.hsnstore.com/marcas/essential-series/proteina-de-guisante-aislada-2-0,https://www.hsnstore.com/static/version1790001773/frontend/Hiberus/hsn/es_ES/Hiberus_ProductTag/images/hsn_highlight.svg,2026-09-23,23.0,30.0,67.0,False,"['café frappé', 'caramelo salado', 'chocolate', 'chocolate y avellanas', 'fresa', 'mango - matcha', 'mango tropical', 'speculoos', 'vainilla', 'vainilla y caramelo', 'bayas rojas', 'sin sabor', 'strudel de manzana']",4.6,2857.0,https://www.hsnstore.com/marcas/essential-series/proteina-de-guisante-aislada-2-0,vegetal
Evobeef 2.0 (hidrolizado de carne) + leucina extra 2kg,,Proteinas Whey,23.88,2.0,11.94,HSN,https://www.hsnstore.com/marcas/sport-series/evobeef-hidrolizado-de-carne-2-0-leucina-extra,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobeef-hsn_1.jpg,2026-09-23,28.0,30.0,67.0,False,"['café y caramelo', 'chocolate y caramelo']",4.7,368.0,https://www.hsnstore.com/marcas/sport-series/evobeef-hidrolizado-de-carne-2-0-leucina-extra,carne
Proteína de cáñamo orgánico 2kg,,Proteinas Whey,28.49,2.0,14.24,HSN,https://www.hsnstore.com/marcas/essential-series/proteina-de-canamo-organico,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/o/r/organic-hemp-protein-powder-gral-front-hsn_1_1.webp,2026-09-23,16.0,30.0,67.0,False,['sin sabor'],,,,vegetal
Impact Weight Gainer 5kg,,Proteinas Whey,74.99,5.0,15.0,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-weight-gainer/10529988/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/12458077-2015209498311594.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Fresa', 'Sin Sabor', 'Crema de Chocolate']",4.41,85.0,https://www.myprotein.es/p/nutricion-deportiva/impact-weight-gainer/10529988/,
Advanced Weight Gainer 2.5kg,,Proteinas Whey,37.99,2.5,15.2,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/advanced-weight-gainer/10615587/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10615587-1225180242397985.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Crema de Chocolate', 'Crema de Fresas', 'Vainilla', 'Sin Sabor - Nuevo y Mejorado']",4.42,114.0,https://www.myprotein.es/p/nutricion-deportiva/advanced-weight-gainer/10615587/,
Aislado de proteína de leche 2kg,,Proteinas Whey,32.48,2.0,16.24,HSN,https://www.hsnstore.com/marcas/raw-series/aislado-de-proteina-de-leche,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/m/i/milk-protein-isolate-powder-hsn_1.jpg,2026-09-23,27.0,30.0,67.0,False,['sin sabor'],4.7,419.0,https://www.hsnstore.com/marcas/raw-series/aislado-de-proteina-de-leche,secuencial
Evodiet vegan 2kg,,Proteinas Whey,34.2,2.0,17.1,HSN,https://www.hsnstore.com/marcas/sport-series/evodiet-vegan,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evodiet-vegan-gral-front-v02-hsn_1_1.webp,2026-09-23,12.0,20.0,17.0,False,"['café con leche', 'chocolate', 'neutro', 'piña', 'vainilla']",4.45,13.0,https://www.hsnstore.com/marcas/sport-series/evodiet-vegan,vegetal
Albúmina de huevo en polvo 2kg,,Proteinas Whey,34.95,2.0,17.48,HSN,https://www.hsnstore.com/marcas/food-series/albumina-de-huevo-en-polvo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/g/egg-white-powder-hsn_1.jpg,2026-09-23,26.0,30.0,67.0,False,,4.75,502.0,https://www.hsnstore.com/marcas/food-series/albumina-de-huevo-en-polvo,huevo
Origin Mass Gainer 2.74kg,,Proteinas Whey,47.99,2.74,17.51,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-mass-gainer/15607337/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/15607338-1665255611461330.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Chocolate Sundae', 'Galleta de Caramelo', 'Vanilla Pudding']",4.5,2.0,https://www.myprotein.es/p/nutricion-deportiva/origin-mass-gainer/15607337/,
Evobasic whey 2kg,,Proteinas Whey,36.99,2.0,18.5,HSN,https://www.hsnstore.com/marcas/sport-series/evobasic-whey,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobasic-whey-gral-front-hsn_1_1.webp,2026-09-23,21.0,30.0,67.0,False,"['capuchino italiano', 'chocolate', 'fresa']",4.5,39.0,https://www.hsnstore.com/marcas/sport-series/evobasic-whey,whey
Aislado de Proteína de Guisante 2.88kg,,Proteinas Whey,53.99,2.88,18.75,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-guisante/10530136/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10530136-1285183631839163.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Caramelo Salado', 'Cafe y Nueces', 'Sin Sabor', 'Fresa', 'Chocolate']",4.26,132.0,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-guisante/10530136/,
Mezcla de Proteína Vegana 5kg,,Proteinas Whey,94.99,5.0,19.0,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/mezcla-de-proteina-vegana/11776868/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/11776868-3235180485987971.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Sin Sabor', 'Leche de Cúrcuma', 'Turmeric Latte V3', 'Fresa', 'Cafe y Nueces', 'White Chocolate Raspberry']",3.8,119.0,https://www.myprotein.es/p/nutricion-deportiva/mezcla-de-proteina-vegana/11776868/,
Evocasein 2.0 (caseína micelar + DigeZyme®) 2kg,,Proteinas Whey,38.38,2.0,19.19,HSN,https://www.hsnstore.com/marcas/sport-series/evocasein-2-0-caseina-micelar-digezyme,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evocasein-gral-front-hsn_1.webp,2026-09-23,26.0,30.0,67.0,False,"['cappuccino', 'caramelo salado', 'cereales', 'chocolate', 'chocolate blanco', 'chocolate blanco y cacahuete', 'chocolate y avellanas', 'chocolate y cacahuete', 'crema catalana', 'fresa', 'fresa y plátano', 'galleta', 'leche merengada', 'plátano', 'speculoos', 'turrón', 'vainilla', 'vainilla caribeña', 'yogurt y melocotón']",4.65,2304.0,https://www.hsnstore.com/marcas/sport-series/evocasein-2-0-caseina-micelar-digezyme,caseína
Caseína micelar 2kg,,Proteinas Whey,38.38,2.0,19.19,HSN,https://www.hsnstore.com/marcas/raw-series/caseina-micelar,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/m/i/micellar-casein-powder-hsn_1.jpg,2026-09-23,27.0,30.0,67.0,False,['sin sabor'],4.7,357.0,https://www.hsnstore.com/marcas/raw-series/caseina-micelar,caseína
Evowhey & oats 2kg,,Proteinas Whey,38.98,2.0,19.49,HSN,https://www.hsnstore.com/marcas/sport-series/evowhey-oats,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evowhey-and-oats-gral-hsn_1.webp,2026-09-23,22.0,50.0,10.0,False,"['brownie', 'capuchino italiano', 'chocolate', 'chocolate blanco y limón', 'chocolate y cacahuete', 'chocolate y galletas', 'fresa y coco', 'galletas y crema', 'natilla', 'strudel de manzana', 'tarta de zanahoria y plátano', 'vainilla', 'galleta y nata']",4.75,607.0,https://www.hsnstore.com/marcas/sport-series/evowhey-oats,whey
Evoegg 2.0 (albúmina de huevo) 2kg,,Proteinas Whey,39.9,2.0,19.95,HSN,https://www.hsnstore.com/marcas/sport-series/evoegg-2-0-albumina-de-huevo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evoegg-hsn_1.jpg,2026-09-23,24.0,30.0,67.0,False,"['chocolate', 'chocolate blanco y limón', 'fresa', 'vainilla', 'vainilla caribeña']",4.6,321.0,https://www.hsnstore.com/marcas/sport-series/evoegg-2-0-albumina-de-huevo,huevo
Proteína de guisante texturizada 500g,,Proteinas Whey,10.21,0.5,20.42,HSN,https://www.hsnstore.com/marcas/food-series/proteina-de-guisante-texturizada,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/t/e/textured-pea-protein-gral-front-hsn_1.webp,2026-09-23,25.0,30.0,5.0,False,,4.75,62.0,https://www.hsnstore.com/marcas/food-series/proteina-de-guisante-texturizada,vegetal
Golden protein vegan 2kg,,Proteinas Whey,42.69,2.0,21.34,HSN,https://www.hsnstore.com/marcas/essential-series/golden-protein-vegan,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/g/o/golden-protein-vegan-hsn_1.jpg,2026-09-23,22.0,40.0,50.0,False,,4.8,16.0,https://www.hsnstore.com/marcas/essential-series/golden-protein-vegan,vegetal
Evonative casein (Lacprodan® MicelPure™) 2kg,,Proteinas Whey,42.99,2.0,21.5,HSN,https://www.hsnstore.com/marcas/sport-series/evonative-casein-lacprodan-micelpure,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evonative-casein-hsn_1.webp,2026-09-23,26.0,30.0,67.0,False,"['arroz con leche', 'barquillo de crema de avellana', 'bombón de chocolate y avellanas', 'chocolate', 'helado de vainilla', 'natilla', 'tarta de queso y fresa', 'tarta de queso y limón']",4.7,283.0,https://www.hsnstore.com/marcas/sport-series/evonative-casein-lacprodan-micelpure,caseína
Caseína nativa (Lacprodan® MicelPure™) 2kg,,Proteinas Whey,42.99,2.0,21.5,HSN,https://www.hsnstore.com/marcas/raw-series/caseina-nativa-lacprodan-micelpure,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/n/a/native-casein-gral-front-hsn_1.webp,2026-09-23,28.0,30.0,67.0,False,,4.75,38.0,https://www.hsnstore.com/marcas/raw-series/caseina-nativa-lacprodan-micelpure,caseína
Amix Proteína Predator Protein - Suero Premium 4000g,Amix Nutrition,Proteinas Whey,87.0,4.0,21.75,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/predator-protein,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/7e62aaec-cf38-4886-8e15-b81db5327200/public,2026-09-23,,,,,,4.5,167.0,https://www.nutritienda.com/es/amix-nutrition/predator-protein,
Essential Whey Protein 600g,,Proteinas Whey,13.99,0.6,23.32,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/essential-whey-protein/11052699/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/15689961-9375353913392293.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Crema de Chocolate', 'Vainilla', 'Sin Sabor', 'Crema de Fresas']",2.17,18.0,https://www.myprotein.es/p/nutricion-deportiva/essential-whey-protein/11052699/,
Aislado de Proteína de Soja 1kg,,Proteinas Whey,23.99,1.0,23.99,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-soja/10529701/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10529701-4575183631227355.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Crema de Chocolate', 'Coco']",4.12,277.0,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-soja/10529701/,
Smoothie proteico con colágeno 2kg,,Proteinas Whey,48.44,2.0,24.22,HSN,https://www.hsnstore.com/marcas/essential-series/smoothie-proteico-con-colageno,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/c/o/collagen-protein-smoothie-gral-front-v0-hsn_1_1.webp,2026-09-23,9.2,20.0,100.0,False,['frutos rojos'],4.9,21.0,https://www.hsnstore.com/marcas/essential-series/smoothie-proteico-con-colageno,whey
Evopro (mezcla proteínas premium) + DigeZyme® 2kg,,Proteinas Whey,50.86,2.0,25.43,HSN,https://www.hsnstore.com/marcas/sport-series/evopro-mezcla-proteinas-premium-digezyme,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evopro-premium-blend-digezyme-gral-hsn_1.webp,2026-09-23,25.0,30.0,67.0,False,"['barquillo de crema de avellana', 'café con leche', 'chocolate', 'fresa y plátano', 'frutos rojos', 'galleta', 'leche dulce', 'leche merengada', 'mango cremoso', 'piña cremosa', 'speculoos', 'vainilla']",4.65,452.0,https://www.hsnstore.com/marcas/sport-series/evopro-mezcla-proteinas-premium-digezyme,secuencial
Caseinato de calcio 500g,,Proteinas Whey,12.94,0.5,25.88,HSN,https://www.hsnstore.com/marcas/raw-series/caseinato-de-calcio,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/c/a/calcium-caseinate-front-gral-raw-series-hsn_1_1.webp,2026-09-23,19.0,20.0,25.0,False,,4.7,92.0,https://www.hsnstore.com/marcas/raw-series/caseinato-de-calcio,caseína
Proteína de garbanzo 500g,,Proteinas Whey,13.1,0.5,26.2,HSN,https://www.hsnstore.com/marcas/essential-series/proteina-de-garbanzo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/c/h/chickpea-protein-hsn_1.jpg,2026-09-23,21.0,30.0,17.0,False,,4.45,25.0,https://www.hsnstore.com/marcas/essential-series/proteina-de-garbanzo,vegetal
Golden protein 2kg,,Proteinas Whey,53.0,2.0,26.5,HSN,https://www.hsnstore.com/marcas/essential-series/golden-protein,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/g/o/golden-protein-hsn_1.jpg,2026-09-23,21.0,40.0,50.0,False,,4.6,22.0,https://www.hsnstore.com/marcas/essential-series/golden-protein,whey
Caseína de Liberación Lenta 2.7kg,,Proteinas Whey,72.99,2.7,27.03,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/caseina-de-liberacion-lenta/10798909/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10798909-1695183632470828.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,,4.54,211.0,https://www.myprotein.es/p/nutricion-deportiva/caseina-de-liberacion-lenta/10798909/,
Proteína de semilla de calabaza 2kg,,Proteinas Whey,54.71,2.0,27.36,HSN,https://www.hsnstore.com/marcas/essential-series/proteina-de-semilla-de-calabaza,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/p/u/pumpkin-seed-protein-hsn_1.jpg,2026-09-23,22.0,30.0,67.0,False,['sin sabor'],4.7,97.0,https://www.hsnstore.com/marcas/essential-series/proteina-de-semilla-de-calabaza,vegetal
