nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,imagen_url,fecha_scraping,protein_per_serving_g,serving_size_g,servings_per_container,sweetener_free,flavors_available,store_rating,store_rating_count,store_rating_url,protein_subtype
BCAA's instantáneo 2:1:1 2.0 1kg,,BCAA,19.95,1.0,19.95,HSN,https://www.hsnstore.com/marcas/raw-series/bcaas-instantaneo-2-1-1-2-0,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/b/c/bcaas-2-1-1-gral-front-hsn_1_1.webp,2026-09-23,,5.0,100.0,False,['sin sabor'],4.65,366.0,https://www.hsnstore.com/marcas/raw-series/bcaas-instantaneo-2-1-1-2-0,
EvoBCAA's complex en polvo 1kg,,BCAA,20.45,1.0,20.45,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobcaas-complex-powder-hsn_1.jpg,2026-09-23,,15.5,10.0,False,"['grosella negra', 'manzana', 'sandía']",4.65,188.0,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo,
Evo 4:1:1 (BCAA's instantáneos) en polvo 1kg,,BCAA,20.66,1.0,20.66,HSN,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evo-4-1-1-powder-hsn_1.jpg,2026-09-23,,5.0,30.0,False,"['frambuesa azul', 'limón', 'manzana', 'naranja', 'piña', 'ponche de frutas', 'sandía', 'cola']",4.7,227.0,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo,
R1 Gain 4.5 Kg,Rule1,BCAA,94.95,4.5,21.1,Nutritienda,https://www.nutritienda.com/es/rule1/r1-gain-4500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/f07161c3-8db9-45a4-4402-05d99005ce00/public,2026-09-23,,,,,,,,,
EvoBCAA's 2.0 (BCAA's 12:1:1 + glutamina) 1kg,,BCAA,22.45,1.0,22.45,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobcaa-powder-hsn_1.jpg,2026-09-23,,11.0,45.0,False,"['cereza', 'cola', 'frambuesa azul', 'grosella negra', 'limón', 'manzana', 'naranja', 'piña', 'ponche frutas', 'sandia', 'té helado de melocotón']",4.65,2611.0,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina,
BCAA's instantáneo 4:1:1 2.0 1kg,,BCAA,22.95,1.0,22.95,HSN,https://www.hsnstore.com/marcas/raw-series/bcaa-s-instantaneo-4-1-1-2-0,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/b/c/bcaas-4-1-1-raw-hsn_1.jpg,2026-09-23,,5.0,200.0,False,['sin sabor'],4.6,308.0,https://www.hsnstore.com/marcas/raw-series/bcaa-s-instantaneo-4-1-1-2-0,
R1 Gain 2.2 Kg,Rule1,BCAA,59.9,2.2,27.23,Nutritienda,https://www.nutritienda.com/es/rule1/r1-gain-2200g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/db8d3abf-c488-44ca-6db5-f535333b5b00/public,2026-09-23,,,,,,5.0,1.0,https://www.nutritienda.com/es/rule1/r1-gain-2200g,
Origin Intra-Workout 1.2kg,,BCAA,34.99,1.2,29.16,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-intra-workout/16872733/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/16872735-1555272544698212.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Blue Slushie', 'Original (White)', 'Raspberry Candy']",,,,
100% Platinum Whey 750g,Vplab Nutrition,BCAA,22.99,0.75,30.65,Nutritienda,https://www.nutritienda.com/es/vplab-nutrition/100-platinum-whey-750g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/cac9706b-89e3-4621-4ff0-99edcc4c4a00/public,2026-09-23,,,,,,5.0,3.0,https://www.nutritienda.com/es/vplab-nutrition/100-platinum-whey-750g,
Intra 2000g,Power Labs,BCAA,75.0,2.0,37.5,Nutritienda,https://www.nutritienda.com/es/power-labs/intra-2000g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/02df0287-afa2-49ac-d86b-f30766a6e100/public,2026-09-23,,,,,,5.0,11.0,https://www.nutritienda.com/es/power-labs/intra-2000g,
Battery BCAA 2:1:1 500g,Battery Nutrition,BCAA,18.9,0.5,37.8,Nutritienda,https://www.nutritienda.com/es/battery-nutrition/bcaa-2-1-1-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/fef0fc36-bd14-4976-6e08-08f74850e100/public,2026-09-23,,,,,,5.0,8.0,https://www.nutritienda.com/es/battery-nutrition/bcaa-2-1-1-500g,
226ERS High Energy Gel 76g - Gel Energético Ciclodextrina,226ers,BCAA,3.15,0.076,41.45,Nutritienda,https://www.nutritienda.com/es/226ers/high-energy-gel-bcaa-76g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/743228dd-8289-48e0-15af-c4c7e764f000/public,2026-09-23,,,,,,4.7,15.0,https://www.nutritienda.com/es/226ers/high-energy-gel-bcaa-76g,
Battery Whey Gold Isolate Large 1600g,Battery Nutrition,BCAA,67.95,1.6,42.47,Nutritienda,https://www.nutritienda.com/es/battery-nutrition/battery-whey-gold-isolate-large-1600g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/c782d4e8-c11d-42e1-e5b7-56d159936700/public,2026-09-23,,,,,,5.0,5.0,https://www.nutritienda.com/es/battery-nutrition/battery-whey-gold-isolate-large-1600g,
R.M.1 BCAA 8.1.1 Recovery Mix 500g,+watt,BCAA,22.5,0.5,45.0,Nutritienda,https://www.nutritienda.com/es/watt/r-m-1-bcaa-8-1-1-recovery-mix-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/4ef7b321-7e46-4028-a169-722033e5e300/public,2026-09-23,,,,,,,,,
BCAA's + Glutamina 400g,Amazin' Foods,BCAA,18.99,0.4,47.47,Nutritienda,https://www.nutritienda.com/es/amazin-foods/bcaa-glutamina-400g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/94914e12-6159-4976-59da-72f275bd4f00/public,2026-09-23,,,,,,4.8,306.0,https://www.nutritienda.com/es/amazin-foods/bcaa-glutamina-400g,
BCAA 2:1:1 500g,,BCAA,23.99,0.5,47.98,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-2-1-1/10529280/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10529280-1585276144825973.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Sin Sabor', 'Limón Amargo', 'Fresa y Lima', 'Cola', 'Tropical', 'Berry Burst', 'Sandía', 'Frambuesa Azul', 'Melocotón y Mango', 'Mojito', 'Uva']",4.45,191.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-2-1-1/10529280/,
"BCAA, 2:1:1 250g",Myprotein,BCAA,12.6,0.25,50.4,Nutritienda,https://www.nutritienda.com/es/myprotein/bcaa-2-1-1-250g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/ef69c4ac-e085-48b7-c2ba-6b2a5209a000/public,2026-09-23,,,,,,,,,
BCAA Jelly Bar 30g,Weider,BCAA,1.58,0.03,52.67,Nutritienda,https://www.nutritienda.com/es/weider/bcaa-jelly-bar,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/d84283aa-57b0-4b9b-238c-0ad02f196d00/public,2026-09-23,,,,,,,,,
Zero BCAA 300 g,,BCAA,15.9,0.3,53.0,Prozis,https://www.prozis.com/es/es/prozis/zero-bcaa-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1475406_prozis_zero-bcaa-300-g_green-apple_flavor_21.png,2026-09-23,,,,,"['Limón', 'Manzana verde', 'Mojito']",4.62,3312.0,https://www.prozis.com/es/es/prozis/zero-bcaa-300-g,
Bcaa + Glutamine 6:1:1 500g,Best Protein,BCAA,27.0,0.5,54.0,Nutritienda,https://www.nutritienda.com/es/best-protein/bcaa-glutamine-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/5734b263-bc21-403b-9e13-958b3f7d6200/public,2026-09-23,,,,,,4.9,8.0,https://www.nutritienda.com/es/best-protein/bcaa-glutamine-500g,
100% Black Bol Bcaa Powder 450g,Best Body Nutrition,BCAA,24.99,0.45,55.53,Nutritienda,https://www.nutritienda.com/es/best-body-nutrition/100-black-bol-bcaa-powder-450g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/d7343da7-5827-4d22-4e2f-5edf5f9f8900/public,2026-09-23,,,,,,,,,
Bcaa+Glutamine Concept 500g,Mega Plus,BCAA,28.05,0.5,56.1,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-glutamine-concept-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/395bbeec-5561-4ca0-cc1c-1a6b1c33ce00/public,2026-09-23,,,,,,4.9,7.0,https://www.nutritienda.com/es/mega-plus/bcaa-glutamine-concept-500g,
Quantum 10.4 Revolt 800g,Anderson Research,BCAA,44.91,0.8,56.14,Nutritienda,https://www.nutritienda.com/es/anderson-research/quantum-10-4-revolt-800g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/d29fcf5a-8f28-4eb7-096a-d62953a98300/public,2026-09-23,,,,,,,,,
BCAA 2:1:1 300 g,,BCAA,16.99,0.3,56.63,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1470643_prozis_bcaa-211-300-g_1.png,2026-09-23,,,,,"['Neutro', 'Lima-Limón', 'Mango y Melocotón']",4.5,8975.0,https://www.prozis.com/es/es/prozis/bcaa-211-300-g,
Premium BCAA Zero 8:1:1 + L-Glutamina 500mg 500g,Weider,BCAA,28.48,0.5,56.96,Nutritienda,https://www.nutritienda.com/es/weider/premium-bcaa-zero-811-l-glutamina-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/95901835-4b87-4ce7-125e-03ef68774a00/public,2026-09-23,,,,,,4.7,21.0,https://www.nutritienda.com/es/weider/premium-bcaa-zero-811-l-glutamina-500g,
BCAA 2:1:1 500g,Life Pro Nutrition,BCAA,28.9,0.5,57.8,Nutritienda,https://www.nutritienda.com/es/life-pro-nutrition/bcaa-2-1-1-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/5ad677b0-1268-4bd6-ec5f-28b008e83700/public,2026-09-23,,,,,,,,,
Essential BCAA 4:1:1 Neutro 250g,Myprotein,BCAA,14.62,0.25,58.48,Nutritienda,https://www.nutritienda.com/es/myprotein/essential-bcaa-4-1-1-neutro-250g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/2e465fec-7d0f-4bd2-d34e-fa6fa3e7f800/public,2026-09-23,,,,,,,,,
Premium L-Glutamina + AstraGin 400g,Weider,BCAA,23.74,0.4,59.35,Nutritienda,https://www.nutritienda.com/es/weider/premium-l-glutamina-astragin-400g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/0f9e4115-e2a1-457d-d51e-2ad8a4737800/public,2026-09-23,,,,,,,,,
BCAA 4:1:1 en polvo 500g,,BCAA,29.99,0.5,59.98,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10830553-1635199715531221.jpg&format=webp&width=1500&height=1500&fit=cover,2026-09-23,,,,,"['Sin Sabor', 'Tropical', 'Berry Burst']",4.47,139.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/,
BCAA Xplode Powder Energy 500g,Olimp,BCAA,30.0,0.5,60.0,Nutritienda,https://www.nutritienda.com/es/olimp/bcaa-xplode-powder-energy-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/e4c058be-d293-4a23-5fe8-d37c00fc5f00/public,2026-09-23,,,,,,4.8,4.0,https://www.nutritienda.com/es/olimp/bcaa-xplode-powder-energy-500g,
Bcaa+Glutamine Core 300g,Procell,BCAA,18.14,0.3,60.47,Nutritienda,https://www.nutritienda.com/es/procell/bcaa-glutamine-core-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/ad518f3f-1f46-4676-83e0-d995ff610000/public,2026-09-23,,,,,,,,,
Hardcore BCAA 390g,Mutant,BCAA,23.9,0.39,61.28,Nutritienda,https://www.nutritienda.com/es/mutant/hardcore-bcaa-390g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/84264bab-4724-44df-0120-486585c8b100/public,2026-09-23,,,,,,,,,
BCAA 8:1:1 300g,Vplab Nutrition,BCAA,18.99,0.3,63.3,Nutritienda,https://www.nutritienda.com/es/vplab-nutrition/bcaa-811-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/595e112b-939c-4525-e629-7c5de532a800/public,2026-09-23,,,,,,,,,
Intracell 400g,Procell,BCAA,25.91,0.4,64.77,Nutritienda,https://www.nutritienda.com/es/procell/intracell-400g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/33b7f3db-4b57-468a-e93d-160d451ced00/public,2026-09-23,,,,,,4.0,1.0,https://www.nutritienda.com/es/procell/intracell-400g,
226ERS BCAA 8:1:1 Aminoácidos 300g | Recuperación Muscular,226ers,BCAA,19.95,0.3,66.5,Nutritienda,https://www.nutritienda.com/es/226ers-bcaa-8-1-1-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/0e5b6583-82cd-4739-c0fb-a39e41063500/public,2026-09-23,,,,,,4.7,23.0,https://www.nutritienda.com/es/226ers-bcaa-8-1-1-300g,
Bcaa 2:1:1 300g,Vplab Nutrition,BCAA,19.99,0.3,66.63,Nutritienda,https://www.nutritienda.com/es/vplab-nutrition/bcaa-2-1-1-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/c55465b1-0435-4ad3-6b5e-9d66c2477f00/public,2026-09-23,,,,,,,,,
BCAAs 8:1:1 Powder 300g,Eurosup,BCAA,20.0,0.3,66.67,Nutritienda,https://www.nutritienda.com/es/eurosup/bcaas-8-1-1-powder-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/65bf8691-22ca-4321-9242-ed5bb4c7e800/public,2026-09-23,,,,,,,,,
Pack Regalo Glutamina + BCAA 530g + Tribulyn 30 Caps,Amix Nutrition,BCAA,35.55,0.53,67.08,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/pack-regalo-glutamina-bcaa-530g-tribulyn-30-capsulas,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/b76a9092-1fb2-4685-b4ad-7de71cc33300/public,2026-09-23,,,,,,,,,
R1 Bcaa 222g,Rule1,BCAA,15.01,0.222,67.61,Nutritienda,https://www.nutritienda.com/es/rule1/r1-bcaa-222g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/c13d4839-6e4a-409e-f091-5bae20af7d00/public,2026-09-23,,,,,,4.5,2.0,https://www.nutritienda.com/es/rule1/r1-bcaa-222g,
QUAMTRAX Hydra BCAAs - Aminoácidos para Rendimiento 420g,Quamtrax,BCAA,28.9,0.42,68.81,Nutritienda,https://www.nutritienda.com/es/quamtrax/hydra-bcaas-420g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/f735798c-97c7-42d6-ac7d-9dd4bffc7900/public,2026-09-23,,,,,,,,,
Glutamina & Bcaas 2:1:1 300g,Be Essential,BCAA,20.65,0.3,68.83,Nutritienda,https://www.nutritienda.com/es/be-essential/glutamina-bcaas-211-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/6e023f8e-338f-42cb-2b83-317af9ac4f00/public,2026-09-23,,,,,,,,,
Ammo Zero Bcaa 315g,Anderson Research,BCAA,22.41,0.315,71.14,Nutritienda,https://www.nutritienda.com/es/anderson-research/ammo-zero-bcaa-315g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/4f82096f-91fc-465e-6b0c-f3b110952000/public,2026-09-23,,,,,,,,,
After 420g,Biotech Usa,BCAA,29.9,0.42,71.19,Nutritienda,https://www.nutritienda.com/es/biotech-usa/after-post-entrenamiento-420g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/bbec2b49-fbed-4c12-6b66-8759f731d800/public,2026-09-23,,,,,,4.6,5.0,https://www.nutritienda.com/es/biotech-usa/after-post-entrenamiento-420g,
Bcaa+Glutamine 600g,Mega Plus,BCAA,43.01,0.6,71.68,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-glutamine-600g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/114ae552-3714-4891-5b07-f6f8024a6800/public,2026-09-23,,,,,,5.0,1.0,https://www.nutritienda.com/es/mega-plus/bcaa-glutamine-600g,
R1 Bcaa 444g,Rule1,BCAA,31.9,0.444,71.85,Nutritienda,https://www.nutritienda.com/es/rule1/r1-bcaa-444g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/69a8a309-d596-4873-403e-98f9b7acde00/public,2026-09-23,,,,,,5.0,1.0,https://www.nutritienda.com/es/rule1/r1-bcaa-444g,
Amino Build 400g,Muscletech,BCAA,28.9,0.4,72.25,Nutritienda,https://www.nutritienda.com/es/muscletech/amino-build-400g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/27f79d2e-6b9a-4aaa-0590-17ad13233a00/public,2026-09-23,,,,,,,,,
Bcaa Sensation 345g,Dedicated Nutrition,BCAA,24.99,0.345,72.43,Nutritienda,https://www.nutritienda.com/es/dedicated-nutrition/bcaa-sensation-345g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/983932ed-87c0-48e3-aeb4-13cfa7914c00/public,2026-09-23,,,,,,4.7,6.0,https://www.nutritienda.com/es/dedicated-nutrition/bcaa-sensation-345g,
Bcaa Energy 300g,Evlution Nutrition,BCAA,22.2,0.3,74.0,Nutritienda,https://www.nutritienda.com/es/evlution-nutrition/bcaa-energy-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/8ca9b6ef-a047-4e7a-028e-113539fd9300/public,2026-09-23,,,,,,5.0,1.0,https://www.nutritienda.com/es/evlution-nutrition/bcaa-energy-300g,
Bcaa 5000 300g,Evlution Nutrition,BCAA,22.2,0.3,74.0,Nutritienda,https://www.nutritienda.com/es/evlution-nutrition/bcaa-5000-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/3d8744bd-827b-4aa6-7e18-f51f9c900d00/public,2026-09-23,,,,,,,,,
Pack Regalo Glutamina + BCAA 530g + Multimega 30 Caps,Amix Nutrition,BCAA,39.5,0.53,74.53,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/pack-regalo-glutamina-bcaa-530g-multimega-30-caps,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/8359b49d-cd96-4139-0922-e6a3c0fe1300/public,2026-09-23,,,,,,,,,
Pack Regalo Glutamina + Bcaa 530g + Magnechel 30 Caps,Amix Nutrition,BCAA,39.5,0.53,74.53,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/pack-regalo-glutamina-bcaa-530g-magnechel-30-caps,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/f14ab3be-ad29-4569-8761-fae95b90f300/public,2026-09-23,,,,,,,,,
BCAA 8:1:1 500g,Self Omninutrition,BCAA,39.99,0.5,79.98,Nutritienda,https://www.nutritienda.com/es/self-omninutrition/bcaa-8-1-1-500g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/68f35461-c598-4fcb-9fdd-36cf65778700/public,2026-09-23,,,,,,,,,
BCAA +Glutamina Zero 480g,Biotech Usa,BCAA,38.9,0.48,81.04,Nutritienda,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/0dbf3449-c32a-42c8-cb09-f21a8e34ce00/public,2026-09-23,,,,,,4.9,41.0,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g,
Bcaa Pre-Workout 300g,Self Omninutrition,BCAA,24.99,0.3,83.3,Nutritienda,https://www.nutritienda.com/es/self-omninutrition/bcaa-pre-workout-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/51b5e19b-7671-4524-ec75-a05c7720b200/public,2026-09-23,,,,,,,,,
BCAA 8:1:1 300 g,,BCAA,24.99,0.3,83.3,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1721183_prozis_bcaa-811-300g_1.png,2026-09-23,,,,,"['Neutro', 'Cola', 'Frutos tropicales', 'Lima-Limón', 'Mango y Melocotón', 'Melocotón y fruta de la pasión']",4.64,7897.0,https://www.prozis.com/es/es/prozis/bcaa-811-300-g,
Zero BCAA 150 g,,BCAA,12.99,0.15,86.6,Prozis,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g,//static.sscontent.com/thumb/750/750/t/products/124/v1783113_prozis_zero-bcaa-150g_lemon_flavor_21.png,2026-09-23,,,,,"['Limón', 'Manzana verde', 'Mojito']",4.62,3312.0,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g,
Best Bcaa 300g,Bpi Sport,BCAA,27.4,0.3,91.33,Nutritienda,https://www.nutritienda.com/es/bpi-sport/best-bcaa,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/8775bb16-f75d-4a85-c394-8bc83fd60900/public,2026-09-23,,,,,,4.2,23.0,https://www.nutritienda.com/es/bpi-sport/best-bcaa,
Beverly BCAA 8:1:1 + L-Glutamina 300g | Recuperación Muscular,Beverly Nutrition,BCAA,27.9,0.3,93.0,Nutritienda,https://www.nutritienda.com/es/beverly-nutrition/bcaa-8-1-1-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/d0fc908f-4cb8-45b1-df89-76b82a565200/public,2026-09-23,,,,,,,,,
BCAA 12:1:1 Glutamina Kojak 400g,Big,BCAA,37.75,0.4,94.38,Nutritienda,https://www.nutritienda.com/es/big/bcaa-12-1-1-glutamina-kojak-400g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/4109eb5c-933c-47bd-5d2c-ae8f60f1d800/public,2026-09-23,,,,,,,,,
Mega Sauzer New Fórmula 300g,Yamamoto Nutrition,BCAA,28.89,0.3,96.3,Nutritienda,https://www.nutritienda.com/es/yamamoto-nutrition/mega-sauzer-new-formula-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/8ede406d-401c-4250-3fde-a09762989500/public,2026-09-23,,,,,,,,,
BCAAS Zero Variedad  Pack  20 Ud de 9g,Biotech Usa,BCAA,17.9,0.18,99.44,Nutritienda,https://www.nutritienda.com/es/biotech-usa/bcaas-zero-variedad-sabores-pack-20-uds-de-9g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/7d094c50-2304-437a-6f04-8f6af26f3500/public,2026-09-23,,,,,,5.0,1.0,https://www.nutritienda.com/es/biotech-usa/bcaas-zero-variedad-sabores-pack-20-uds-de-9g,
BCAA Instant Drink 300g,Amix Performance,BCAA,31.0,0.3,103.33,Nutritienda,https://www.nutritienda.com/es/amix-performance/bcaa-instant-drink-300g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/57829f13-2807-43eb-8a2c-4ffcb1242000/public,2026-09-23,,,,,,,,,
Bcaa´s 2-1-1 Instant 210g,Crown Sport Nutrition,BCAA,24.5,0.21,116.67,Nutritienda,https://www.nutritienda.com/es/crown-sport-nutrition/bcaa-s-2-1-1-instant-210g,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/250c6892-3b42-4cec-024f-417aa99ffc00/public,2026-09-23,,,,,,,,,
BCAA 4:1:1 Competition 150 Caps 150caps,Mega Plus,BCAA,23.21,,,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-4-1-1-competition-150-capsulas,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/77c941f8-402b-43f6-a314-7a0c7ab41700/public,2026-09-23,,,,,,,,,
AMINO RECOVERY 120 Caps 120caps,Victory Endurance,BCAA,18.9,,,Nutritienda,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/ba3669b8-9cd6-48b0-e402-48e08e558c00/public,2026-09-23,,,,,,4.6,73.0,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps,
226ERS 6.4 AMINO+ Glutamina BCAA Arginina Tirosina 120caps,226ers,BCAA,25.9,,,Nutritienda,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/71d4035c-cbf3-4d14-94ef-9469ff90e300/public,2026-09-23,,,,,,5.0,4.0,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps,
AMINOÁCIDOS RAMIFICADOS BCAA'S 120caps,Keepgoing,BCAA,22.05,,,Nutritienda,https://www.nutritienda.com/es/keepgoing/aminoacidos-ramificados-bcaa-120-caps,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/fdbbacab-7521-45f4-2ae4-c1d0c7e2d700/public,2026-09-23,,,,,,5.0,5.0,https://www.nutritienda.com/es/keepgoing/aminoacidos-ramificados-bcaa-120-caps,
Muscle BCAA 4:1:1 120 VCaps 120vcaps,Dmi Innovative Nutrition,BCAA,17.5,,,Nutritienda,https://www.nutritienda.com/es/dmi-innovative-nutrition/muscle-bcaa-411,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/c009c67b-2942-4fd0-4f03-50ed65cc6500/public,2026-09-23,,,,,,,,,
BCAA 2:1:1 60 Caps 60caps,Fire Nutrition,BCAA,14.95,,,Nutritienda,https://www.nutritienda.com/es/fire-nutrition/bcaa-2-1-1-60-capsulas,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/d718fa71-9563-43d6-e64b-e4f4bf55cf00/public,2026-09-23,,,,,,,,,
Amino Recovery 120 Caps 120caps,Amazin' Foods,BCAA,11.99,,,Nutritienda,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/badbc709-6067-4dec-946c-d31ffaa61600/public,2026-09-23,,,,,,4.3,16.0,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas,
BCAA-XT 120 Caps 120caps,Amix Performance,BCAA,26.3,,,Nutritienda,https://www.nutritienda.com/es/amix-performance-bcaa-xt-120-caps,https://imagedelivery.net/-uGyOE-KT6ZqyPmPyh8-iw/dc96202c-aaa6-4b24-e215-bad3ecebd900/public,2026-09-23,,,,,,,,,
