nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,imagen_url,fecha_scraping,protein_per_serving_g,serving_size_g,servings_per_container,sweetener_free,flavors_available,store_rating,store_rating_count,store_rating_url
Pack Regalo Glutamina + BCAA 530g + Tribulyn 30 Caps,Amix Nutrition,BCAA,39.5,0.53,74.53,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/pack-regalo-glutamina-bcaa-530g-tribulyn-30-capsulas,https://nutritienda-cdn.sirv.com/catalog/big/bk/181109-amix-nutrition-pack-regalo-glutamina-bcaa-530g-tribulyn-30-caps-n-a.jpg?scale.width=170,2026-05-01,,12.0,25.0,,"['Lima-Limón', 'Cola', 'Mango']",,,
EVO 4:1:1 (BCAA'S INSTANTÁNEOS) EN POLVO 150g,,BCAA,12.1,0.15,80.67,HSN,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evo-4-1-1-powder-hsn_1.jpg,2026-05-01,,5.0,30.0,False,"['FRAMBUESA AZUL', 'LIMÓN', 'MANZANA', 'NARANJA', 'PIÑA', 'PONCHE DE FRUTAS', 'SANDÍA', 'COLA']",4.7,215.0,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo
BCAA + GLUTAMINE ZERO 480g,Biotech USA,BCAA,38.9,0.48,81.04,Nutritienda,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g,https://nutritienda-cdn.sirv.com/catalog/big/94759-biotech-usa-bcaa-glutamine-zero-480g.jpg?scale.width=170,2026-05-01,9.4,12.0,40.0,,"['Té de Melocotón', 'Limón', 'Naranja']",4.84,8.0,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g
BCAA 8:1:1 300 g,,BCAA,24.99,0.3,83.3,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1721183_prozis_bcaa-811-300g_1.png,2026-05-01,,,,,"['Neutro', 'Cola', 'Frutos tropicales', 'Lima-Limón', 'Mango y Melocotón', 'Melocotón y fruta de la pasión']",4.63,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-300-g
EVOBCAA'S COMPLEX EN POLVO 150g,,BCAA,12.83,0.15,85.53,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobcaas-complex-powder-hsn_1.jpg,2026-05-01,,15.5,10.0,False,"['GROSELLA NEGRA', 'MANZANA', 'SANDÍA']",4.65,182.0,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo
Zero BCAA 150 g,,BCAA,12.99,0.15,86.6,Prozis,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g,//static.sscontent.com/thumb/750/750/t/products/124/v1734329_prozis_zero-bcaa-150g_lemon_flavor_21.png,2026-05-01,,,,,"['Limón', 'Manzana verde', 'Mojito']",4.62,1.0,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g
BCAA 8:1:1 300g,Beverly Nutrition,BCAA,27.9,0.3,93.0,Nutritienda,https://www.nutritienda.com/es/beverly-nutrition/bcaa-8-1-1-300g,https://nutritienda-cdn.sirv.com/catalog/big/dr/c10b66f7-bf95-4e7a-fa64-55a1aa376c00.jpg?scale.width=170,2026-05-01,,,,,,,,
EVOBCAA'S 2.0 (BCAA'S 12:1:1 + GLUTAMINA) 150g,,BCAA,13.95,0.15,93.0,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobcaa-powder-hsn_1.jpg,2026-05-01,,11.0,45.0,False,"['CEREZA', 'COLA', 'FRAMBUESA AZUL', 'GROSELLA NEGRA', 'LIMÓN', 'MANZANA', 'NARANJA', 'PIÑA', 'PONCHE FRUTAS', 'SANDIA', 'TÉ HELADO DE MELOCOTÓN']",4.65,2569.0,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina
BCAA 12:1:1 Glutamina Kojak 400g,Big,BCAA,37.75,0.4,94.38,Nutritienda,https://www.nutritienda.com/es/big/bcaa-12-1-1-glutamina-kojak-400g,https://nutritienda-cdn.sirv.com/catalog/big/bf/157989-big-bcaa-12-1-1-con-glutamina-kojak-400g.jpg?scale.width=170,2026-05-01,6.67,8.0,50.0,,,,,
BCAA Xpress 280g,Scitec,BCAA,26.5,0.28,94.64,Nutritienda,https://www.nutritienda.com/es/scitec/bcaa-xpress-280g,https://nutritienda-cdn.sirv.com/catalog/big/bi/174536-scitec-bcaa-xpress-280g.jpg?scale.width=170,2026-05-01,,7.0,40.0,,"['Manzana', 'Cola-Lima', 'Melón', 'Pera', 'Mango', 'Limonada Rosa']",,,
BCAA INSTANT DRINK 300g,,BCAA,34.0,0.3,113.33,Nutritienda,https://www.nutritienda.com/es/amix-performance/bcaa-instant-drink-300g,https://nutritienda-cdn.sirv.com/catalog/big/96660-amix-performance-performance-bcaa-instant-drink-300g.jpg?scale.width=170,2026-05-01,6.8,10.0,30.0,,"['Ponche de Fruta', 'Sandía']",,,
AMINO RECOVERY 120 Caps,VICTORY ENDURANCE,BCAA,18.39,,,Nutritienda,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps,https://nutritienda-cdn.sirv.com/catalog/big/a/4618-victory-endurance-amino-recovery-120caps-v4.jpg?scale.width=170,2026-05-01,,,30.0,,,4.62,14.0,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps
BCAA 4:1:1 Competition 150 Caps,Mega Plus,BCAA,23.21,,,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-4-1-1-competition-150-capsulas,https://nutritienda-cdn.sirv.com/catalog/big/x/116571-mega-plus-bcaa-4-1-1-competition-150caps.jpg?scale.width=170,2026-05-01,,,37.0,,,,,
Amino Recovery 120 Caps,Amazin' Foods,BCAA,11.99,,,Nutritienda,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas,https://nutritienda-cdn.sirv.com/catalog/big/z/127417-amazin-foods-amino-recovery-120vcaps-v2.jpg?scale.width=170,2026-05-01,,,30.0,,,4.28,4.0,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas
Muscle BCAA 4:1:1 120 VCaps,DMI Innovative Nutrition,BCAA,17.5,,,Nutritienda,https://www.nutritienda.com/es/dmi-innovative-nutrition/muscle-bcaa-4-1-1-120-capsulas-vegetales,https://nutritienda-cdn.sirv.com/catalog/big/y/122376-dmi-innovate-nutrition-muscle-bcaa-4-1-1-120vcaps.jpg?scale.width=170,2026-05-01,,,24.0,,,,,
"6,4 Amino+ 120 Caps",Glutamina + BCAAs,BCAA,27.0,,,Nutritienda,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps,https://nutritienda-cdn.sirv.com/catalog/big/89721-226ers-6-4-amino-120caps-v2.jpg?scale.width=170,2026-05-01,,,20.0,,,4.78,1.0,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps
Ramificati+ 2:1:1 Vitamin B 300 Tabs,+Watt,BCAA,39.75,,,Nutritienda,https://www.nutritienda.com/es/watt/ramificati-2-1-1-vitamin-b-300-tabs,https://nutritienda-cdn.sirv.com/catalog/big/w/112674-watt-ramificati-2-1-1-vitamin-b-300tabs-v2.jpg?scale.width=170,2026-05-01,,,60.0,,,,,
XXX Amino Pool 1000 Tabs,+Watt,BCAA,72.0,,,Nutritienda,https://www.nutritienda.com/es/watt/xxx-amino-pool-1000-tabs,https://nutritienda-cdn.sirv.com/catalog/big/w/112719-watt-xxx-amino-pool-1000tabs-v2.jpg?scale.width=170,2026-05-01,10.0,,100.0,,,,,
EVO 2:1:1 (BCAA'S 2:1:1 + VITAMINAS B6 Y B12),,BCAA,9.3,,,HSN,https://www.hsnstore.com/marcas/sport-series/evo-2-1-1-bcaa-s-2-1-1-vitaminas-b6-y-b12,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evo-2-1-1-bcaas-vit-b6-b12-tabs-hsn_1.jpg,2026-05-01,,,40.0,False,,4.7,285.0,https://www.hsnstore.com/marcas/sport-series/evo-2-1-1-bcaa-s-2-1-1-vitaminas-b6-y-b12
EVO 4:1:1 (BCAA'S 4:1:1 + VITAMINAS B6 Y B12),,BCAA,10.4,,,HSN,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-4-1-1-vitaminas-b6-y-b12,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evo-4-1-1-bcaas-gral-coated-tabs-front-hsn_1_1.webp,2026-05-01,,,120.0,False,,4.75,455.0,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-4-1-1-vitaminas-b6-y-b12
BCAA 8:1:1 180 tabs,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-180-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1560945_prozis_bcaa-811-180-tabs_1.png,2026-05-01,,,,,,4.64,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-180-tabs
BCAA + Glutamine 30 servings,,BCAA,14.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-glutamine-30-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1194731_prozis_bcaa--glutamine-30-servings_mango-and-peach_flavor_21.png,2026-05-01,,,,,"['Mango y Melocotón', 'Neutro']",4.74,1.0,https://www.prozis.com/es/es/prozis/bcaa-glutamine-30-servings
Amino Recovery 20 servings,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-recovery-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1561733_prozis_amino-recovery-20-servings_fruit-fusion_flavor_21.png,2026-05-01,,,,,['Fusión de frutas'],4.69,1.0,https://www.prozis.com/es/es/prozis/amino-recovery-20-servings
BCAA 4:1:1 100 tabs,,BCAA,9.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-411-100-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1523664_prozis_bcaa-411-100-tabs_1.png,2026-05-01,,,,,,4.52,1.0,https://www.prozis.com/es/es/prozis/bcaa-411-100-tabs
Amino Prime Caffeine Free 20 Servings,,BCAA,17.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-prime-caffeine-free-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1116237_prozis_amino-prime-caffeine-free-20-servings_1.png,2026-05-01,,,,,"['Neutro', 'Limón']",4.66,1.0,https://www.prozis.com/es/es/prozis/amino-prime-caffeine-free-20-servings
BCAA 2:1:1 200 tabs,,BCAA,9.0,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-200-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1705791_prozis_bcaa-211-200-tabs_1.png,2026-05-01,,,,,,4.54,1.0,https://www.prozis.com/es/es/prozis/bcaa-211-200-tabs
Amino Prime 20 servings,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-prime-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1265459_prozis_amino-prime-20-servings_1.png,2026-05-01,,,,,['Limón'],4.53,1.0,https://www.prozis.com/es/es/prozis/amino-prime-20-servings
BCAA 8:1:1 360 tabs,,BCAA,34.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-360-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1548506_prozis_bcaa-811-360-tabs_1.png,2026-05-01,,,,,,4.64,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-360-tabs
2 x Recovery RTD 500 mL Wild Berry,,BCAA,3.18,,,Prozis,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-wild-berry,//static.sscontent.com/thumb/750/750/t/products/124/v1354045_prozis_2-x-recovery-rtd-500-ml-wild-berry_1.png,2026-05-01,,,,,"['Cola', 'Frutos del bosque', 'Limón']",4.54,1.0,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-wild-berry
BCAA 2:1:1 - 400 tabs,,BCAA,34.18,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-400-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1705805_prozis_bcaa-211-400-tabs_1.png,2026-05-01,,,,,,4.54,1.0,https://www.prozis.com/es/es/prozis/bcaa-211-400-tabs
3 x BCAA Drink 500 mL,,BCAA,4.47,,,Prozis,https://www.prozis.com/es/es/prozis/3-x-bcaa-drink-500-ml,//static.sscontent.com/thumb/750/750/t/products/124/v1684032_prozis_3-x-bcaa-drink-500-ml_1.png,2026-05-01,,,,,"['Cola', 'Frutos del bosque', 'Limón']",4.54,1.0,https://www.prozis.com/es/es/prozis/3-x-bcaa-drink-500-ml
BCAA + Glutamine 60 servings,,BCAA,26.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-glutamine-60-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1052262_prozis_bcaa--glutamine-60-servings_mango-and-peach_flavor_21.png,2026-05-01,,,,,"['Mango y Melocotón', 'Neutro']",4.74,1.0,https://www.prozis.com/es/es/prozis/bcaa-glutamine-60-servings
BCAA 2:1:1,,BCAA,16.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-2-1-1/10529280/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10529280-1585276144825973.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-01,,,,,"['Sin Sabor', 'Limón Amargo', 'Fresa y Lima', 'Cola', 'Tropical', 'Berry Burst', 'Sandía', 'Frambuesa Azul', 'Melocotón y Mango', 'Mojito', 'Uva']",4.45,191.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-2-1-1/10529280/
BCAA Comprimidos,,BCAA,10.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-comprimidos/10529813/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10529813-6934860398789934.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-01,,,,,,4.56,78.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-comprimidos/10529813/
BCAA Esenciales 4:1:1 Cápsulas,,BCAA,12.49,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-esenciales-4-1-1-capsulas/10860388/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10860388-1264860398797920.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-01,,,,,,4.62,39.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-esenciales-4-1-1-capsulas/10860388/
Origin Intra-Workout,,BCAA,32.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-intra-workout/16872733/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/16872735-1555272544698212.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-01,,,,,"['Blue Slushie', 'Original (White)', 'Raspberry Candy']",,,
BCAA 4:1:1 en polvo,,BCAA,19.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10830553-1635199715531221.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-01,,,,,"['Sin Sabor', 'Tropical', 'Berry Burst']",4.47,139.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/
CREATINA MONOHIDRATO EN POLVO (200 MESH) 150g,,Creatina,3.8,0.15,25.33,HSN,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-en-polvo-200-mesh,https://www.hsnstore.com/static/version1777442043/frontend/Hiberus/hsn/es_ES/Hiberus_ProductTag/images/hsn_highlight.svg,2026-05-01,,3.4,44.0,False,,4.7,7884.0,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-en-polvo-200-mesh
CREATINA MONOHIDRATO ULTRAFINA EN POLVO (500 MESH) 500g,,Creatina,14.04,0.5,28.08,HSN,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-ultrafina-en-polvo-500-mesh,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/c/r/creatine-monohydrate-500-mesh-gral-front-v3-hsn_1_1.webp,2026-05-01,,3.4,147.0,False,,4.9,3.0,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-ultrafina-en-polvo-500-mesh
EVOCREATINE 500g,,Creatina,17.34,0.5,34.68,HSN,https://www.hsnstore.com/marcas/sport-series/evocreatine,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evocreatine-gral-front-hsn_1_1.webp,2026-05-01,,5.0,100.0,False,"['COLA', 'FRESA', 'MANGO', 'PIRULETA DE CEREZA', 'TROPICAL']",4.65,22.0,https://www.hsnstore.com/marcas/sport-series/evocreatine
Muscle Recovery 900g,Gold Nutrition,Creatina,32.39,0.9,35.99,Nutritienda,https://www.nutritienda.com/es/gold-nutrition/muscle-recovery-900g,https://nutritienda-cdn.sirv.com/catalog/big/bc/140844-gold-nutrition-muscle-recovery-900g.jpg?scale.width=170,2026-05-01,33.0,75.0,12.0,,"['Chocolate', 'Vainilla']",,,
"Pack Regalo Anabolic Masster 2,20 Kg + Creatina 30 Caps",Amix Nutrition,Creatina,83.5,2.2,37.95,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/pack-regalo-anabolic-masster-2-20-kg-creatina-30-caps-2200g,https://nutritienda-cdn.sirv.com/catalog/big/bk/181111-amix-nutrition-pack-regalo-anabolic-masster-2-20-kg-creatina-monohidratada-30-caps-n-a.jpg?scale.width=170,2026-05-01,45.0,50.0,44.0,,"['Chocolate', 'Vainilla', 'Fresa']",,,
Creatina Monohidrato 200Mesh Ultrafina 200g,,Creatina,8.1,0.2,40.5,Nutritienda,https://www.nutritienda.com/es/nutrisport/creatina-monohidrato-200mesh-ultrafina-200g,https://nutritienda-cdn.sirv.com/catalog/big/dp/e9b12c51-1e40-4f12-6783-4ee52c324b00.jpg?scale.width=170,2026-05-01,,,,,,,,
Creatina Monohidrato Elite 1kg,,Creatina,44.99,1.0,44.99,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/creatina-monohidrato-elite/10872819/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10872820-2115283901981737.png&format=webp&width=1500&height=1500&fit=cover,2026-05-01,,,,,,,,
100% CREATINA MONOHIDRATO 500g,Quamtrax Direct,Creatina,24.9,0.5,49.8,Nutritienda,https://www.nutritienda.com/es/quamtrax-direct/creatina-monohidrato-500g,https://nutritienda-cdn.sirv.com/catalog/big/s/92231-quamtrax-direct-direct-creatine-500g-v4.jpg?scale.width=170,2026-05-01,,3.0,166.0,,,4.8,11.0,https://www.nutritienda.com/es/quamtrax-direct/creatina-monohidrato-500g
