nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,imagen_url,fecha_scraping,protein_per_serving_g,serving_size_g,servings_per_container,sweetener_free,flavors_available,store_rating,store_rating_count,store_rating_url
PREMIUM BCAA ZERO 8:1:1 + L-GLUTAMINA 500g,Weider,BCAA,28.48,0.5,56.96,Nutritienda,https://www.nutritienda.com/es/weider/premium-bcaa-zero-811-l-glutamina-500g,,2026-04-17,9.2,10.0,50.0,,['Raspberry'],4.71,5.0,https://www.nutritienda.com/es/weider/premium-bcaa-zero-811-l-glutamina-500g
BCAA 2:1:1 500g,Life Pro Nutrition,BCAA,28.9,0.5,57.8,Nutritienda,https://www.nutritienda.com/es/life-pro-nutrition/bcaa-2-1-1-500g,,2026-04-17,,7.5,66.0,,"['Limón', 'Sandía', 'Piruleta', 'Cola']",,,
Bcaa+Glutamine Core 300g,Procell,BCAA,18.14,0.3,60.47,Nutritienda,https://www.nutritienda.com/es/procell/bcaa-glutamine-core-300g,,2026-04-17,,,,,,,,
Hardcore BCAA 390g,Mutant,BCAA,23.9,0.39,61.28,Nutritienda,https://www.nutritienda.com/es/mutant/hardcore-bcaa-390g,,2026-04-17,,13.0,30.0,,"['Limonada', 'Frambuesa Azul', 'Ponche de Fruta', 'Uva', 'Mango', 'Melocotón', 'Piña', 'Sandía']",,,
Hydra BCAA's 420g,Quamtrax,BCAA,28.9,0.42,68.81,Nutritienda,https://www.nutritienda.com/es/quamtrax/hydra-bcaas-420g,,2026-04-17,10.48,14.0,30.0,,"['Sandía', 'Mango', 'Frutas del Bosque', 'Cola', 'Arándano']",,,
GLUTAMINA & BCAAS 2:1:1 300g,Be Essential,BCAA,20.65,0.3,68.83,Nutritienda,https://www.nutritienda.com/es/be-essential/glutamina-bcaas-211-300g,,2026-04-17,75.0,15.0,20.0,,"['Melocotón', 'Melón']",,,
AFTER 420g,Biotech USA,BCAA,29.9,0.42,71.19,Nutritienda,https://www.nutritienda.com/es/biotech-usa/after-post-entrenamiento-420g,,2026-04-17,15.0,21.0,20.0,,['Cherry'],4.5,3.0,https://www.nutritienda.com/es/biotech-usa/after-post-entrenamiento-420g
Bcaa+Glutamine 600g,MEGA PLUS,BCAA,43.01,0.6,71.68,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-glutamine-600g,,2026-04-17,,10.0,60.0,,"['Tropical', 'Cola', 'Fresa', 'Piña']",,,
Amino Build 400g,Muscletech,BCAA,28.9,0.4,72.25,Nutritienda,https://www.nutritienda.com/es/muscletech/amino-build-400g,,2026-04-17,,,,,,,,
Bcaa Sensation 345g,DEDICATED NUTRITION,BCAA,24.99,0.345,72.43,Nutritienda,https://www.nutritienda.com/es/dedicated-nutrition/bcaa-sensation-345g,,2026-04-17,,11.5,30.0,,"['Fruta Exótica', 'Sandía', 'Manzana', 'Fresa-Mango', 'Limón-Cola', 'Mojito', 'Caramelo', 'Bombón', 'Caramelo Ácido', 'Fresa-Kiwi', 'Chicle']",4.62,5.0,https://www.nutritienda.com/es/dedicated-nutrition/bcaa-sensation-345g
BCAA 8:1:1 300g,226ers,BCAA,22.95,0.3,76.5,Nutritienda,https://www.nutritienda.com/es/226ers-bcaa-8-1-1-300g,,2026-04-17,0.0,,,,"['Neutro', 'Cola', 'Limón']",4.68,3.0,https://www.nutritienda.com/es/226ers-bcaa-8-1-1-300g
EVO 4:1:1 (BCAA'S INSTANTÁNEOS) EN POLVO 150g,,BCAA,12.1,0.15,80.67,HSN,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo,,2026-04-17,,5.0,30.0,False,"['FRAMBUESA AZUL', 'LIMÓN', 'MANZANA', 'NARANJA', 'PIÑA', 'PONCHE DE FRUTAS', 'SANDÍA', 'COLA']",4.7,215.0,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo
BCAA + GLUTAMINE ZERO 480g,Biotech USA,BCAA,38.9,0.48,81.04,Nutritienda,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g,,2026-04-17,9.4,12.0,40.0,,"['Té de Melocotón', 'Limón', 'Naranja']",4.84,8.0,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g
BCAA 8:1:1 300 g,,BCAA,24.99,0.3,83.3,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1721183_prozis_bcaa-811-300g_1.png,2026-04-17,,,,,"['Neutro', 'Cola', 'Frutos tropicales', 'Lima-Limón', 'Mango y Melocotón', 'Melocotón y fruta de la pasión']",4.63,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-300-g
Zero BCAA 150 g,,BCAA,12.99,0.15,86.6,Prozis,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g,//static.sscontent.com/thumb/750/750/t/products/124/v1734329_prozis_zero-bcaa-150g_lemon_flavor_21.png,2026-04-17,,,,,"['Limón', 'Manzana verde', 'Mojito']",4.62,1.0,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g
EVOBCAA'S COMPLEX EN POLVO 150g,,BCAA,13.06,0.15,87.07,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo,,2026-04-17,,15.5,10.0,False,"['GROSELLA NEGRA', 'MANZANA', 'SANDÍA']",4.65,182.0,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo
BCAA 12:1:1 Glutamina Kojak 400g,Big,BCAA,37.75,0.4,94.38,Nutritienda,https://www.nutritienda.com/es/big/bcaa-12-1-1-glutamina-kojak-400g,,2026-04-17,6.67,8.0,50.0,,,,,
EVOBCAA'S 2.0 (BCAA'S 12:1:1 + GLUTAMINA) 150g,,BCAA,14.19,0.15,94.6,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina,,2026-04-17,,11.0,14.0,False,"['CEREZA', 'COLA', 'FRAMBUESA AZUL', 'GROSELLA NEGRA', 'LIMÓN', 'MANZANA', 'NARANJA', 'PIÑA', 'PONCHE FRUTAS', 'SANDIA', 'TÉ HELADO DE MELOCOTÓN']",4.65,2569.0,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina
BCAA Xpress 280g,Scitec,BCAA,26.5,0.28,94.64,Nutritienda,https://www.nutritienda.com/es/scitec/bcaa-xpress-280g,,2026-04-17,,7.0,40.0,,"['Manzana', 'Cola-Lima', 'Melón', 'Pera', 'Mango', 'Limonada Rosa']",,,
BCAA INSTANT DRINK 300g,,BCAA,34.0,0.3,113.33,Nutritienda,https://www.nutritienda.com/es/amix-performance/bcaa-instant-drink-300g,,2026-04-17,6.8,10.0,30.0,,"['Ponche de Fruta', 'Sandía']",,,
BCAAS ZERO VARIEDAD SABORES  PACK 20 Ud de 9g,Biotech USA,BCAA,17.9,0.009,1988.89,Nutritienda,https://www.nutritienda.com/es/biotech-usa/bcaas-zero-variedad-sabores-pack-20-uds-de-9g,,2026-04-17,,9.0,20.0,,,4.8,1.0,https://www.nutritienda.com/es/biotech-usa/bcaas-zero-variedad-sabores-pack-20-uds-de-9g
4:1:1 Anabolic BCAA 150 Caps,Starlabs Nutrition,BCAA,19.71,,,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition/4-1-1-anabolic-bcaa-150-capsulas,,2026-04-17,,,30.0,,,,,
AMINOÁCIDOS RAMIFICADOS BCAA'S 120 Caps,KEEPGOING,BCAA,22.05,,,Nutritienda,https://www.nutritienda.com/es/keepgoing/aminoacidos-ramificados-bcaa-120-caps,,2026-04-17,,,30.0,,,5.0,1.0,https://www.nutritienda.com/es/keepgoing/aminoacidos-ramificados-bcaa-120-caps
AMINO RECOVERY 120 Caps,VICTORY ENDURANCE,BCAA,18.39,,,Nutritienda,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps,,2026-04-17,,,30.0,,,4.62,14.0,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps
Amino Recovery 120 Caps,Amazin' Foods,BCAA,11.99,,,Nutritienda,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas,,2026-04-17,,,30.0,,,4.28,4.0,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas
BCAA 4:1:1 Competition 150 Caps,Mega Plus,BCAA,23.21,,,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-4-1-1-competition-150-capsulas,,2026-04-17,,,37.0,,,,,
Muscle BCAA 4:1:1 120 VCaps,DMI Innovative Nutrition,BCAA,17.5,,,Nutritienda,https://www.nutritienda.com/es/dmi-innovative-nutrition/muscle-bcaa-4-1-1-120-capsulas-vegetales,,2026-04-17,,,24.0,,,,,
"6,4 Amino+ 120 Caps",Glutamina + BCAAs,BCAA,27.0,,,Nutritienda,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps,,2026-04-17,,,20.0,,,4.78,1.0,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps
BCAA-XT 120 Caps,AMIX PERFORMANCE,BCAA,26.3,,,Nutritienda,https://www.nutritienda.com/es/amix-performance-bcaa-xt-120-caps,,2026-04-17,,,60.0,,,,,
EVO 4:1:1 (BCAA'S 4:1:1 + VITAMINAS B6 Y B12),,BCAA,10.77,,,HSN,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-4-1-1-vitaminas-b6-y-b12,,2026-04-17,,,120.0,False,,4.75,455.0,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-4-1-1-vitaminas-b6-y-b12
EVO 2:1:1 (BCAA'S 2:1:1 + VITAMINAS B6 Y B12),,BCAA,9.64,,,HSN,https://www.hsnstore.com/marcas/sport-series/evo-2-1-1-bcaa-s-2-1-1-vitaminas-b6-y-b12,,2026-04-17,,,40.0,False,,4.7,285.0,https://www.hsnstore.com/marcas/sport-series/evo-2-1-1-bcaa-s-2-1-1-vitaminas-b6-y-b12
BCAA 8:1:1 180 tabs,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-180-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1560945_prozis_bcaa-811-180-tabs_1.png,2026-04-17,,,,,,4.64,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-180-tabs
BCAA + Glutamine 30 servings,,BCAA,14.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-glutamine-30-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1194731_prozis_bcaa--glutamine-30-servings_mango-and-peach_flavor_21.png,2026-04-17,,,,,"['Mango y Melocotón', 'Neutro']",4.74,1.0,https://www.prozis.com/es/es/prozis/bcaa-glutamine-30-servings
Amino Recovery 20 servings,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-recovery-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1561733_prozis_amino-recovery-20-servings_fruit-fusion_flavor_21.png,2026-04-17,,,,,['Fusión de frutas'],4.69,1.0,https://www.prozis.com/es/es/prozis/amino-recovery-20-servings
Amino Prime Caffeine Free 20 Servings,,BCAA,17.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-prime-caffeine-free-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1116237_prozis_amino-prime-caffeine-free-20-servings_1.png,2026-04-17,,,,,"['Neutro', 'Limón']",4.66,1.0,https://www.prozis.com/es/es/prozis/amino-prime-caffeine-free-20-servings
BCAA 4:1:1 100 tabs,,BCAA,9.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-411-100-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1523664_prozis_bcaa-411-100-tabs_1.png,2026-04-17,,,,,,4.52,1.0,https://www.prozis.com/es/es/prozis/bcaa-411-100-tabs
Amino Prime 20 servings,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-prime-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1265459_prozis_amino-prime-20-servings_1.png,2026-04-17,,,,,['Limón'],4.53,1.0,https://www.prozis.com/es/es/prozis/amino-prime-20-servings
BCAA 8:1:1 360 tabs,,BCAA,34.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-360-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1548506_prozis_bcaa-811-360-tabs_1.png,2026-04-17,,,,,,4.64,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-360-tabs
2 x Recovery RTD 500 mL Wild Berry,,BCAA,3.18,,,Prozis,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-wild-berry,//static.sscontent.com/thumb/750/750/t/products/124/v1354045_prozis_2-x-recovery-rtd-500-ml-wild-berry_1.png,2026-04-17,,,,,"['Cola', 'Frutos del bosque', 'Limón', 'Naranja']",4.54,1.0,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-wild-berry
2 x Recovery RTD 500 mL Orange,,BCAA,3.18,,,Prozis,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-orange,//static.sscontent.com/thumb/750/750/t/products/124/v1350118_prozis_2-x-recovery-rtd-500-ml-orange_1.png,2026-04-17,,,,,"['Cola', 'Frutos del bosque', 'Limón', 'Naranja']",4.55,1.0,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-orange
3 x BCAA Drink 500 mL,,BCAA,4.47,,,Prozis,https://www.prozis.com/es/es/prozis/3-x-bcaa-drink-500-ml,//static.sscontent.com/thumb/750/750/t/products/124/v1684032_prozis_3-x-bcaa-drink-500-ml_1.png,2026-04-17,,,,,"['Cola', 'Frutos del bosque', 'Limón', 'Naranja']",4.54,1.0,https://www.prozis.com/es/es/prozis/3-x-bcaa-drink-500-ml
BCAA + Glutamine 60 servings,,BCAA,26.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-glutamine-60-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1052262_prozis_bcaa--glutamine-60-servings_mango-and-peach_flavor_21.png,2026-04-17,,,,,"['Mango y Melocotón', 'Neutro']",4.74,1.0,https://www.prozis.com/es/es/prozis/bcaa-glutamine-60-servings
BCAA 2:1:1 200 tabs,,BCAA,17.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-200-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1705791_prozis_bcaa-211-200-tabs_1.png,2026-04-17,,,,,,4.54,1.0,https://www.prozis.com/es/es/prozis/bcaa-211-200-tabs
BCAA 2:1:1 - 400 tabs,,BCAA,34.18,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-400-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1705805_prozis_bcaa-211-400-tabs_1.png,2026-04-17,,,,,,4.54,1.0,https://www.prozis.com/es/es/prozis/bcaa-211-400-tabs
BCAA 2:1:1,,BCAA,16.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-2-1-1/10529280/,,2026-04-17,,,,,"['Sin Sabor', 'Limón Amargo', 'Fresa y Lima', 'Cola', 'Tropical', 'Berry Burst', 'Sandía', 'Frambuesa Azul', 'Melocotón y Mango', 'Mojito', 'Uva']",4.45,191.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-2-1-1/10529280/
BCAA Comprimidos,,BCAA,10.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-comprimidos/10529813/,,2026-04-17,,,,,,4.56,78.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-comprimidos/10529813/
BCAA Esenciales 4:1:1 Cápsulas,,BCAA,12.49,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-esenciales-4-1-1-capsulas/10860388/,,2026-04-17,,,,,,4.62,39.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-esenciales-4-1-1-capsulas/10860388/
Origin Intra-Workout,,BCAA,32.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-intra-workout/16872733/,,2026-04-17,,,,,"['Blue Slushie', 'Original (White)', 'Raspberry Candy']",,,
BCAA 4:1:1 en polvo,,BCAA,16.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/,,2026-04-17,,,,,"['Sin Sabor', 'Tropical', 'Berry Burst']",4.47,139.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/
CREATINA MONOHIDRATO EN POLVO (200 MESH) 150g,,Creatina,2.37,0.15,15.8,HSN,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-en-polvo-200-mesh,,2026-04-17,,3.4,294.0,False,,4.7,7883.0,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-en-polvo-200-mesh
CREATINA MONOHIDRATO ULTRAFINA EN POLVO (500 MESH) 500g,,Creatina,14.82,0.5,29.64,HSN,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-ultrafina-en-polvo-500-mesh,,2026-04-17,,3.4,147.0,False,,4.9,3.0,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-ultrafina-en-polvo-500-mesh
EVOCREATINE 500g,,Creatina,16.48,0.5,32.96,HSN,https://www.hsnstore.com/marcas/sport-series/evocreatine,,2026-04-17,,5.0,100.0,False,"['COLA', 'FRESA', 'MANGO', 'PIRULETA DE CEREZA', 'TROPICAL']",4.65,22.0,https://www.hsnstore.com/marcas/sport-series/evocreatine
CREATINA CELULAR 800g,¡Creatina monohidrato Creapure!,Creatina,26.96,0.8,33.7,Nutritienda,https://www.nutritienda.com/es/keepgoing/creatina-celular-800g,,2026-04-17,0.0,30.0,27.0,,['Tangerine'],4.0,6.0,https://www.nutritienda.com/es/keepgoing/creatina-celular-800g
Muscle Recovery 900g,Gold Nutrition,Creatina,32.39,0.9,35.99,Nutritienda,https://www.nutritienda.com/es/gold-nutrition/muscle-recovery-900g,,2026-04-17,33.0,75.0,12.0,,"['Chocolate', 'Vainilla']",,,
Creatina Monohidrato Elite 1kg,,Creatina,44.99,1.0,44.99,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/creatina-monohidrato-elite/10872819/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10872820-2115283901981737.png&format=webp&width=1500&height=1500&fit=cover,2026-04-17,,,,,,,,
Creatine Monohydrate 800g,QNT Sport,Creatina,39.85,0.8,49.81,Nutritienda,https://www.nutritienda.com/es/qnt-sport/creatine-monohydrate-800g,,2026-04-17,3.0,3.0,266.0,,,,,
CR5 CREATINA 1000g,¡Ultra pura!,Creatina,60.21,1.0,60.21,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition/cr5-creatina-1000g,,2026-04-17,,5.0,100.0,,,5.0,2.0,https://www.nutritienda.com/es/starlabs-nutrition/cr5-creatina-1000g
Creatine Xplode Powder 500g,Olimp,Creatina,30.28,0.5,60.56,Nutritienda,https://www.nutritienda.com/es/olimp/creatine-xplode-powder-500g,,2026-04-17,,,,,,,,
Creatina Creapure 400g,Amazin' Foods,Creatina,24.9,0.4,62.25,Nutritienda,https://www.nutritienda.com/es/amazin-foods/creatina-creapure-400g,,2026-04-17,,5.0,80.0,,,4.66,61.0,https://www.nutritienda.com/es/amazin-foods/creatina-creapure-400g
Creatina Powder 500g,CREATINA MONOHIDRATO,Creatina,32.9,0.5,65.8,Nutritienda,https://www.nutritienda.com/es/universal-nutrition-creatina-micronizada-500g,,2026-04-17,,5.0,100.0,,,4.52,40.0,https://www.nutritienda.com/es/universal-nutrition-creatina-micronizada-500g
Creatine Monohydrate 200g,Gold Nutrition,Creatina,13.49,0.2,67.45,Nutritienda,https://www.nutritienda.com/es/gold-nutrition/creatine-monohydrate-200g,,2026-04-17,,,,,,,,
Monohidrato de creatina en polvo - Chupa Chups de sandía 250g,,Creatina,16.99,0.25,67.96,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/monohidrato-de-creatina-en-polvo-chupa-chups-de-sandia/17526822/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/17526823-1475290420730151.png&format=webp&width=1500&height=1500&fit=cover,2026-04-17,,,,,,,,
Creatina Monohidrato Creapure 280g,Gold Nutrition,Creatina,20.42,0.28,72.93,Nutritienda,https://www.nutritienda.com/es/gold-nutrition/creatina-monohidrato-creapure-280g,,2026-04-17,,,,,,,,
Crea-Trix 824g,MEZCLA DE CREATINA,Creatina,60.3,0.824,73.18,Nutritienda,https://www.nutritienda.com/es/crea-trix-824g,,2026-04-17,4.3,20.6,40.0,,['Lemon'],4.39,5.0,https://www.nutritienda.com/es/crea-trix-824g
CR5 Creatine 200g,Starlabs Nutrition,Creatina,15.75,0.2,78.75,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition/cr5-creatine-200g,,2026-04-17,,5.0,40.0,,,,,
Monohidrato de Creatina 600 g,,Creatina,48.33,0.6,80.55,Prozis,https://www.prozis.com/es/es/prozis/monohidrato-de-creatina-600-g,//static.sscontent.com/thumb/750/750/t/products/124/v1729534_prozis_creatine-monohydrate-600g_1.png,2026-04-17,,,,,"['Neutro', 'Cola', 'Lima-Limón', 'Mango y Melocotón', 'Naranja', 'Sandía']",4.7,1.0,https://www.prozis.com/es/es/prozis/monohidrato-de-creatina-600-g
Creatina GlycoFusion 300 g,,Creatina,25.99,0.3,86.63,Prozis,https://www.prozis.com/es/es/prozis/creatina-glycofusion-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1419139_prozis_creatine-glycofusion-300-g_1.png,2026-04-17,,,,,['Limonada rosa'],4.64,1.0,https://www.prozis.com/es/es/prozis/creatina-glycofusion-300-g
Creatine Monohydrate Drink 360g,Amix Nutrition,Creatina,32.2,0.36,89.44,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/creatine-monohydrate-drink-360g,,2026-04-17,,3.6,100.0,,"['Frutas del Bosque', 'Lima-Limón', 'Naranja', 'Cola']",,,
Creatine Monohydrate 200Mesh 300g,Life Pro Nutrition,Creatina,27.9,0.3,93.0,Nutritienda,https://www.nutritienda.com/es/life-pro-nutrition/creatine-monohydrate-200mesh-300g,,2026-04-17,,3.0,100.0,,['Lollipop'],,,
Monohidrato de Creatina 300 g,,Creatina,28.99,0.3,96.63,Prozis,https://www.prozis.com/es/es/prozis/monohidrato-de-creatina-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1703477_prozis_creatine-monohydrate-300g_1.png,2026-04-17,,,,,"['Neutro', 'Cola', 'Lima-Limón', 'Mango y Melocotón', 'Naranja', 'Sandía']",4.7,1.0,https://www.prozis.com/es/es/prozis/monohidrato-de-creatina-300-g
Pure Creatine 90g,Máximo Rendimiento,Creatina,8.9,0.09,98.89,Nutritienda,https://www.nutritienda.com/es/quamtrax/pure-creatine-90g,,2026-04-17,,,,,,,,
CREATINE MONOHYDRATE MICRONIZED 300g,Creatina,Creatina,32.2,0.3,107.33,Nutritienda,https://www.nutritienda.com/es/amix/creatine-monohydrate-micronized-300g,,2026-04-17,,5.0,60.0,,,4.78,49.0,https://www.nutritienda.com/es/amix/creatine-monohydrate-micronized-300g
Creatina Creapure® 300 g,,Creatina,34.99,0.3,116.63,Prozis,https://www.prozis.com/es/es/prozis/creatina-creapure-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1690358_prozis_creatine-creapure-300g_1.png,2026-04-17,,,,,"['Neutro', 'Cola', 'Lima-Limón', 'Naranja', 'Sandía']",4.75,1.0,https://www.prozis.com/es/es/prozis/creatina-creapure-300-g
Creatina MicronPure 600g,,Creatina,69.99,0.6,116.65,Prozis,https://www.prozis.com/es/es/prozis/creatina-micronpure-600g,//static.sscontent.com/thumb/750/750/t/products/124/v1699030_prozis_creatine-micronpure-600g_lemon-lime_flavor_21.png,2026-04-17,,,,,"['Cola', 'Lima-Limón', 'Mango y Melocotón', 'Naranja', 'Neutro', 'Sandía']",4.67,1.0,https://www.prozis.com/es/es/prozis/creatina-micronpure-600g
